"Rdate","Xhr.dectime","Spot","BHPA","BYMA","CFMA","DHPA","MEPA","OCPA","RBMA","RGMA","SCMA","WBPA","WEPA","YCPA"
"2002-10-01",6.28333333333333,"2C",52,13,7,0,13,0,10,0,0,0,0,0
"2002-10-01",6.28333333333333,"3A",11,0,0,0,1,10,0,0,0,0,0,3
"2002-10-01",6.36666666666667,"2C",80,19,7,0,29,0,8,0,0,0,0,2
"2002-10-01",6.36666666666667,"3A",30,0,0,0,1,24,0,0,0,0,1,0
"2002-10-01",6.45,"2B",0,0,0,0,0,0,0,0,0,0,0,6
"2002-10-01",6.45,"2C",47,16,3,0,55,0,1,1,5,0,0,4
"2002-10-01",6.45,"3A",22,0,0,0,6,28,0,0,0,0,1,1
"2002-10-01",6.53333333333333,"1A",0,0,0,0,0,0,0,0,0,0,4,0
"2002-10-01",6.53333333333333,"2C",1,0,0,0,0,0,0,0,1,0,0,0
"2002-10-01",6.53333333333333,"3A",15,1,0,0,3,8,0,0,0,0,0,0
"2002-10-01",6.61666666666667,"1A",0,0,0,0,0,0,0,0,0,0,8,0
"2002-10-01",6.61666666666667,"1B",0,0,0,0,0,0,0,0,0,1,0,0
"2002-10-01",6.61666666666667,"2C",14,1,0,0,39,0,0,0,0,0,0,0
"2002-10-01",6.61666666666667,"3A",22,0,0,0,3,24,0,0,0,0,0,0
"2002-10-01",6.7,"1A",0,0,0,0,0,0,0,0,0,0,7,0
"2002-10-01",6.7,"2C",13,3,0,0,16,2,0,2,0,0,0,0
"2002-10-01",6.7,"3A",13,0,0,0,4,11,0,0,0,0,0,0
"2002-10-03",5.55,"3B",1,0,0,0,0,0,0,0,0,0,0,8
"2002-10-03",5.63333333333333,"3B",12,17,0,0,0,0,0,0,2,0,0,27
"2002-10-03",5.71666666666667,"3B",40,0,8,0,0,0,11,0,1,0,0,0
"2002-10-03",5.8,"2C",35,3,1,0,1,0,8,3,0,0,0,0
"2002-10-03",5.8,"3B",34,24,5,0,4,0,14,1,17,0,0,0
"2002-10-03",5.88333333333333,"2C",49,6,3,0,10,1,3,0,4,0,0,0
"2002-10-03",5.88333333333333,"3B",23,15,5,0,5,0,0,0,5,0,0,0
"2002-10-03",5.96666666666667,"1A",0,0,0,10,0,1,0,0,0,0,2,0
"2002-10-03",5.96666666666667,"2C",25,7,0,0,27,6,3,1,9,0,0,0
"2002-10-03",5.96666666666667,"3B",10,3,0,0,10,8,0,4,4,0,0,0
"2002-10-03",6.05,"1A",0,0,0,2,0,0,0,0,0,3,5,0
"2002-10-03",6.05,"2C",51,4,1,0,11,9,2,2,8,0,0,0
"2002-10-03",6.05,"3B",6,0,0,0,0,2,0,0,0,0,0,0
"2002-10-03",6.13333333333333,"1A",0,0,0,6,0,9,0,0,0,0,1,0
"2002-10-03",6.13333333333333,"2A",0,13,0,0,0,0,0,0,11,0,0,0
"2002-10-03",6.13333333333333,"2C",34,3,2,0,15,9,0,3,0,0,0,0
"2002-10-03",6.13333333333333,"3B",0,0,0,0,2,0,0,0,0,0,0,0
"2002-10-03",6.21666666666667,"2A",30,0,1,0,12,18,0,0,0,0,0,1
"2002-10-03",6.21666666666667,"3B",2,4,0,0,70,15,0,0,3,0,5,0
"2002-10-03",6.3,"2C",48,8,1,0,7,18,0,0,0,0,0,0
"2002-10-03",6.3,"3B",0,6,0,0,0,0,0,0,4,0,0,0
"2002-10-03",6.38333333333333,"2C",37,16,1,0,4,8,0,0,9,0,0,0
"2002-10-03",6.38333333333333,"3B",0,3,0,0,0,0,0,0,7,0,0,0
"2002-10-03",6.46666666666667,"2C",19,3,0,0,13,2,0,0,6,0,0,0
"2002-10-03",6.46666666666667,"3B",0,6,0,0,0,0,0,0,5,0,0,0
"2002-10-03",6.55,"2C",14,15,0,0,40,2,0,2,7,0,0,0
"2002-10-03",6.55,"3B",0,1,0,0,1,0,0,0,8,0,0,0
"2002-10-03",6.63333333333333,"2C",6,0,0,0,27,0,0,0,0,0,0,0
"2002-10-03",6.71666666666667,"2C",0,1,0,0,6,0,0,0,0,0,0,0
"2002-10-03",6.8,"2C",0,15,0,0,0,0,0,0,2,0,0,0
"2002-10-03",6.88333333333333,"2C",0,4,0,0,0,0,0,0,0,0,0,0
"2002-10-03",7.63333333333333,"1A",0,0,0,3,0,0,0,0,0,0,0,0
"2002-10-05",5.43333333333333,"2C",1,0,1,0,0,0,30,0,0,0,0,5
"2002-10-05",5.51666666666667,"2A",9,14,22,0,0,0,24,0,1,0,0,37
"2002-10-05",5.6,"2C",29,14,15,0,0,0,46,0,2,0,0,19
"2002-10-05",5.68333333333333,"2C",46,13,10,0,1,0,22,0,0,0,4,11
"2002-10-05",5.76666666666667,"2C",22,11,6,0,4,0,6,0,3,0,6,4
"2002-10-05",5.76666666666667,"3A",30,0,1,0,0,6,3,0,0,0,0,3
"2002-10-05",5.85,"2A",0,5,0,0,0,0,0,1,8,0,0,0
"2002-10-05",5.85,"2C",11,12,4,0,1,0,0,0,0,0,2,0
"2002-10-05",5.85,"3A",22,12,3,0,1,10,0,0,0,0,0,1
"2002-10-05",5.93333333333333,"2A",0,10,1,0,0,0,0,1,12,0,0,0
"2002-10-05",5.93333333333333,"2C",9,9,0,0,1,0,0,0,1,0,2,0
"2002-10-05",5.93333333333333,"3A",18,6,0,0,1,18,0,0,0,0,0,0
"2002-10-05",6.01666666666667,"3A",28,0,0,0,6,17,0,0,0,0,1,0
"2002-10-05",6.1,"1A",0,0,0,7,0,0,0,0,0,2,5,0
"2002-10-05",6.1,"3A",34,0,0,0,10,35,0,0,0,0,1,0
"2002-10-05",6.18333333333333,"1A",0,1,0,12,0,5,0,0,0,4,8,0
"2002-10-05",6.18333333333333,"2A",0,24,0,0,0,0,0,0,2,0,0,0
"2002-10-05",6.18333333333333,"3A",112,0,0,0,30,31,0,0,0,0,0,0
"2002-10-05",6.26666666666667,"1A",0,0,0,17,0,3,0,0,0,2,5,0
"2002-10-05",6.26666666666667,"2A",0,12,0,0,0,0,0,0,9,0,0,0
"2002-10-05",6.26666666666667,"3A",18,0,0,0,15,24,0,0,0,0,0,0
"2002-10-05",6.35,"1A",0,0,0,8,0,14,0,0,0,2,3,0
"2002-10-05",6.35,"3A",7,0,0,0,22,46,0,0,0,0,0,0
"2002-10-05",6.43333333333333,"1A",0,0,0,5,0,7,0,0,0,2,0,0
"2002-10-05",6.43333333333333,"3A",4,0,0,0,36,40,0,0,0,0,0,0
"2002-10-05",6.51666666666667,"1A",0,0,0,0,0,0,0,0,0,2,0,0
"2002-10-05",6.51666666666667,"3A",5,0,1,0,7,22,0,0,0,0,0,0
"2002-10-05",6.6,"1A",0,0,0,0,0,0,0,0,0,6,0,0
"2002-10-05",6.6,"3A",0,0,0,0,36,6,0,0,0,0,0,0
"2002-10-05",6.68333333333333,"1A",0,0,0,0,0,10,0,0,0,2,0,0
"2002-10-05",6.68333333333333,"3A",2,0,0,0,31,2,0,0,0,0,0,0
"2002-10-05",6.76666666666667,"3A",5,0,0,0,1,0,0,0,0,0,0,0
"2002-10-05",6.85,"3A",1,0,0,0,7,0,0,0,0,0,0,0
"2002-10-07",5.58333333333333,"3B",6,12,15,0,0,0,46,0,0,0,0,22
"2002-10-07",5.66666666666667,"3B",28,0,7,0,0,0,29,0,0,0,0,8
"2002-10-07",5.75,"3B",23,0,4,0,0,8,12,0,0,0,0,7
"2002-10-07",5.83333333333333,"3B",16,1,6,0,0,4,7,0,1,0,0,0
"2002-10-07",5.91666666666667,"3B",36,13,3,0,0,3,7,0,2,0,0,0
"2002-10-07",6,"1A",0,0,0,4,1,0,0,0,0,3,52,0
"2002-10-07",6,"3B",15,10,1,0,4,5,0,0,0,0,0,0
"2002-10-07",6.08333333333333,"1A",0,0,0,28,0,2,0,0,0,0,85,0
"2002-10-07",6.08333333333333,"3B",35,32,0,0,14,2,0,1,2,0,0,0
"2002-10-07",6.41666666666667,"1A",0,0,0,32,0,0,0,0,0,0,4,0
"2002-10-07",6.5,"1A",1,0,0,48,0,1,0,0,0,0,12,0
"2002-10-07",7.5,"2C",0,14,0,0,0,0,0,4,0,0,0,0
"2002-10-07",7.58333333333333,"2C",0,14,0,0,0,0,0,6,0,0,0,0
"2002-10-09",5.55,"2C",1,0,15,0,0,0,28,0,0,0,0,3
"2002-10-09",5.63333333333333,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-09",5.63333333333333,"2C",4,11,20,0,0,0,48,0,1,0,0,20
"2002-10-09",5.71666666666667,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-09",5.71666666666667,"2C",10,11,20,0,0,0,37,2,1,0,0,28
"2002-10-09",5.8,"1A",0,0,0,0,0,0,2,0,0,2,0,0
"2002-10-09",5.8,"2C",21,21,13,0,0,0,26,1,6,0,0,17
"2002-10-09",5.88333333333333,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-09",5.88333333333333,"2C",28,18,0,0,1,0,20,0,3,0,0,9
"2002-10-09",5.96666666666667,"2C",1,15,3,0,0,0,22,0,1,0,0,0
"2002-10-09",5.96666666666667,"3A",26,0,0,0,8,12,1,0,0,0,0,0
"2002-10-09",6.05,"1A",0,0,0,2,0,0,0,0,0,3,0,0
"2002-10-09",6.05,"2C",0,7,7,0,0,0,19,0,2,0,0,0
"2002-10-09",6.05,"3A",30,0,0,0,1,10,0,0,0,0,0,0
"2002-10-09",6.13333333333333,"1A",0,0,0,2,0,0,0,0,0,0,0,0
"2002-10-09",6.13333333333333,"3A",34,0,0,0,2,16,2,0,0,0,0,0
"2002-10-09",6.21666666666667,"1A",0,0,1,0,0,4,0,0,0,4,0,0
"2002-10-09",6.21666666666667,"3A",28,0,0,0,12,21,0,0,0,0,0,0
"2002-10-09",6.3,"1A",0,0,1,0,0,0,0,0,0,3,0,0
"2002-10-09",6.3,"3A",21,0,0,0,14,12,0,0,0,0,0,0
"2002-10-09",6.38333333333333,"1A",0,0,0,0,0,0,0,0,0,2,0,0
"2002-10-09",6.38333333333333,"3A",14,0,0,0,16,10,0,0,0,0,0,0
"2002-10-09",6.46666666666667,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-09",6.46666666666667,"3A",5,0,0,0,0,4,0,0,0,0,0,0
"2002-10-09",6.55,"1A",0,0,0,0,0,0,0,0,0,5,0,0
"2002-10-09",6.8,"1A",0,0,0,22,0,0,0,0,0,1,35,0
"2002-10-09",6.88333333333333,"1A",0,0,0,16,0,0,0,0,0,0,46,0
"2002-10-09",7.3,"1A",0,0,0,0,0,0,0,0,0,0,25,0
"2002-10-09",7.38333333333333,"1A",0,0,0,0,0,0,0,0,0,0,22,0
"2002-10-11",5.46666666666667,"2C",2,10,8,0,0,0,44,0,0,0,0,0
"2002-10-11",5.55,"2C",16,35,12,0,1,0,38,2,6,0,26,0
"2002-10-11",5.63333333333333,"1A",0,0,0,0,0,0,0,0,0,2,93,0
"2002-10-11",5.63333333333333,"2C",17,15,14,0,1,0,42,0,2,0,0,1
"2002-10-11",5.71666666666667,"1A",0,0,0,0,0,0,0,0,0,2,102,0
"2002-10-11",5.71666666666667,"2C",30,31,12,0,2,0,21,1,3,0,0,12
"2002-10-11",5.71666666666667,"3A",15,3,0,0,0,8,0,0,1,0,0,1
"2002-10-11",5.8,"1A",0,0,0,15,0,0,0,0,0,0,1,0
"2002-10-11",5.8,"2C",16,42,10,0,0,0,8,0,6,0,0,7
"2002-10-11",5.8,"3A",25,9,0,0,0,12,0,0,0,0,0,1
"2002-10-11",5.88333333333333,"1A",0,0,0,22,0,0,0,0,0,5,18,0
"2002-10-11",5.88333333333333,"2C",8,21,5,0,0,0,3,2,5,0,0,3
"2002-10-11",5.88333333333333,"3A",33,6,0,0,4,28,0,0,0,0,0,0
"2002-10-11",5.96666666666667,"1A",0,0,0,48,0,0,0,0,0,3,110,0
"2002-10-11",5.96666666666667,"3A",12,16,0,0,8,54,0,0,0,0,0,0
"2002-10-11",6.05,"1A",0,0,0,12,0,0,0,0,0,5,3,0
"2002-10-11",6.05,"3A",22,0,0,0,15,45,0,0,0,0,0,0
"2002-10-11",6.13333333333333,"1A",0,0,0,53,0,2,0,0,0,8,5,0
"2002-10-11",6.13333333333333,"2C",0,12,0,0,0,0,0,2,1,0,0,0
"2002-10-11",6.13333333333333,"3A",29,0,0,0,28,31,0,0,0,0,0,0
"2002-10-11",6.21666666666667,"1A",1,0,0,36,1,4,0,0,0,6,7,0
"2002-10-11",6.21666666666667,"3A",0,0,0,0,3,10,0,0,0,0,0,0
"2002-10-11",6.3,"1A",0,0,0,0,9,0,0,0,0,0,0,0
"2002-10-11",6.3,"3A",8,0,0,3,24,14,0,0,0,0,0,0
"2002-10-11",6.38333333333333,"3A",0,0,0,0,45,7,0,0,0,0,0,0
"2002-10-11",6.46666666666667,"3A",0,0,0,0,26,1,0,0,0,0,0,0
"2002-10-11",6.88333333333333,"3A",1,0,0,0,31,0,0,0,0,0,0,0
"2002-10-13",5.41666666666667,"2B",0,0,1,0,0,0,0,0,0,0,0,3
"2002-10-13",5.41666666666667,"2C",4,0,28,0,0,0,26,0,0,0,0,15
"2002-10-13",5.5,"2C",8,1,44,0,1,2,31,0,1,0,0,24
"2002-10-13",5.58333333333333,"1A",0,0,0,0,0,0,0,0,0,5,22,0
"2002-10-13",5.58333333333333,"2C",16,0,33,0,0,3,0,0,0,0,0,14
"2002-10-13",5.58333333333333,"3A",12,0,5,0,0,4,0,0,0,0,0,0
"2002-10-13",5.66666666666667,"1A",0,0,0,0,0,0,0,0,0,4,135,0
"2002-10-13",5.66666666666667,"2C",35,8,25,0,1,4,22,0,0,0,0,5
"2002-10-13",5.66666666666667,"3A",16,0,4,0,0,30,0,0,0,0,0,0
"2002-10-13",5.75,"1A",0,0,0,0,0,0,0,0,0,0,25,0
"2002-10-13",5.75,"2C",12,3,9,0,2,1,17,2,5,0,0,5
"2002-10-13",5.75,"3A",23,0,1,0,0,52,0,0,0,0,0,3
"2002-10-13",5.83333333333333,"1A",0,0,0,28,0,0,0,0,0,8,12,0
"2002-10-13",5.83333333333333,"2C",0,9,8,0,0,0,0,2,1,0,0,0
"2002-10-13",5.83333333333333,"3A",25,1,0,0,1,38,0,0,0,0,0,0
"2002-10-13",5.91666666666667,"1A",0,0,0,16,0,0,0,0,0,2,210,0
"2002-10-13",5.91666666666667,"2C",4,6,3,0,4,0,0,0,7,0,0,12
"2002-10-13",5.91666666666667,"3A",22,0,0,0,8,41,0,0,0,0,0,0
"2002-10-13",6,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-13",6,"2C",0,3,0,0,0,0,0,0,2,0,0,0
"2002-10-13",6,"3A",0,0,0,0,0,5,0,0,0,0,0,0
"2002-10-13",6.08333333333333,"1A",0,0,0,0,0,0,0,0,0,1,0,0
"2002-10-13",6.08333333333333,"3A",2,0,0,0,0,7,0,0,0,0,0,0
"2002-10-13",6.33333333333333,"1A",0,0,0,3,0,0,0,0,0,1,4,0
"2002-10-15",5.53333333333333,"2C",0,0,28,0,0,0,76,0,0,0,0,0
"2002-10-15",5.61666666666667,"2C",5,0,18,0,0,0,76,0,0,0,0,6
"2002-10-15",5.7,"2C",13,0,10,0,0,0,5,0,0,0,0,12
"2002-10-15",5.78333333333333,"2C",19,17,22,0,0,0,7,0,2,0,0,0
"2002-10-15",5.86666666666667,"2C",9,14,19,0,10,4,5,0,4,0,0,0
"2002-10-15",5.95,"2C",15,11,12,0,0,9,12,0,1,0,0,0
"2002-10-15",6.03333333333333,"2C",18,22,0,0,0,12,0,0,4,0,0,2
"2002-10-15",6.11666666666667,"1A",0,0,0,16,0,0,0,0,0,5,0,0
"2002-10-15",6.11666666666667,"2C",29,8,2,21,4,3,3,0,4,3,0,0
"2002-10-15",6.2,"1A",0,0,1,12,0,0,4,0,0,7,0,0
"2002-10-15",6.28333333333333,"1A",0,0,4,0,0,0,1,0,0,7,20,0
"2002-10-15",6.36666666666667,"1A",0,0,5,0,0,0,0,0,0,6,57,0
"2002-10-15",6.45,"1A",2,0,0,0,0,14,0,0,0,0,3,0
"2002-10-15",6.53333333333333,"1B",1,1,0,0,0,16,0,0,0,0,0,0
"2002-10-15",6.61666666666667,"1A",0,0,2,0,0,0,0,0,0,0,0,0
"2002-10-15",6.61666666666667,"2A",15,0,0,0,0,3,0,0,0,0,0,0
"2002-10-15",6.61666666666667,"3A",0,3,0,13,0,9,0,0,0,0,0,0
"2002-10-15",6.7,"1A",6,0,0,0,0,4,0,0,0,0,0,0
"2002-10-15",6.7,"1B",0,0,0,0,0,0,0,0,0,0,7,0
"2002-10-15",6.7,"3A",0,4,0,0,0,0,0,0,0,0,0,0
"2002-10-15",6.78333333333333,"3A",18,3,0,0,0,0,0,0,0,0,0,0
"2002-10-15",6.86666666666667,"3A",13,5,0,0,0,3,0,0,0,0,19,0
"2002-10-15",6.93333333333333,"1A",0,0,0,0,0,0,0,0,0,0,7,0
"2002-10-15",6.95,"3A",0,2,0,0,0,1,0,0,0,0,0,0
"2002-10-15",7.03333333333333,"2A",0,1,0,0,0,0,0,2,0,0,0,0
"2002-10-15",7.03333333333333,"3A",0,4,0,0,0,0,0,0,0,0,9,0
"2002-10-15",7.11666666666667,"1A",0,0,0,0,0,7,0,0,0,0,16,0
"2002-10-15",7.11666666666667,"2A",0,7,0,0,0,0,0,2,0,0,0,0
"2002-10-17",6.81666666666667,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-17",6.9,"1A",10,0,0,0,0,6,0,0,0,2,8,0
"2002-10-17",6.98333333333333,"2A",9,0,0,0,0,5,0,0,0,1,0,0
"2002-10-17",7.56666666666667,"2A",0,10,0,0,0,0,0,2,0,0,0,0
"2002-10-17",7.65,"2A",0,2,0,0,0,0,0,0,0,0,0,0
"2002-10-17",7.65,"2C",0,9,0,0,0,0,0,2,4,0,0,0
"2002-10-17",7.73333333333333,"2A",0,10,0,0,0,0,0,6,5,0,0,0
"2002-10-17",7.81666666666667,"2A",0,6,0,0,0,0,0,1,3,0,0,0
"2002-10-17",7.9,"2A",0,6,0,0,0,0,0,0,1,0,0,0
"2002-10-17",7.98333333333333,"2A",0,11,0,0,0,0,0,1,0,0,0,0
"2002-10-19",5.33333333333333,"2C",0,0,0,0,0,0,0,0,0,0,0,4
"2002-10-19",5.41666666666667,"2A",5,0,0,0,0,0,0,0,0,0,0,8
"2002-10-19",5.41666666666667,"3C",0,0,0,0,0,0,0,0,0,0,0,4
"2002-10-19",5.5,"1A",0,1,0,0,0,0,0,0,0,2,0,0
"2002-10-19",5.5,"2C",21,1,0,0,0,0,0,0,0,0,0,0
"2002-10-19",5.5,"3A",0,0,0,0,0,0,0,0,0,0,0,4
"2002-10-19",5.5,"3C",18,4,0,0,0,0,0,0,0,0,0,1
"2002-10-19",5.66666666666667,"2C",27,5,0,0,0,0,0,0,4,0,0,3
"2002-10-19",5.75,"2C",3,6,0,0,0,0,0,0,3,0,0,0
"2002-10-19",5.91666666666667,"1A",6,0,0,0,0,0,0,0,0,2,0,0
"2002-10-19",5.91666666666667,"2A",0,5,0,0,0,0,0,0,0,0,0,0
"2002-10-19",5.91666666666667,"2C",0,5,0,0,0,0,0,0,0,0,0,0
"2002-10-19",6,"1A",8,0,0,0,0,10,0,0,0,5,6,0
"2002-10-19",6,"3A",23,3,0,0,0,0,0,0,0,0,0,0
"2002-10-19",6.08333333333333,"1A",0,0,0,0,0,0,0,0,0,2,7,0
"2002-10-19",6.08333333333333,"3A",20,7,0,0,2,15,0,0,0,0,0,0
"2002-10-19",6.16666666666667,"1A",6,0,0,0,0,3,0,0,0,5,19,0
"2002-10-19",6.16666666666667,"3A",22,12,0,0,4,3,0,0,0,0,0,0
"2002-10-19",6.25,"3A",6,13,0,0,8,2,0,1,2,0,0,0
"2002-10-19",6.33333333333333,"3A",8,1,0,0,4,2,0,0,0,0,0,2
"2002-10-19",6.41666666666667,"3A",3,0,0,0,0,0,0,0,0,0,0,0
"2002-10-19",6.5,"1A",0,0,0,0,0,0,0,0,0,4,0,0
"2002-10-19",6.58333333333333,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-19",6.75,"1A",0,0,0,0,0,0,0,0,0,1,0,0
"2002-10-19",6.91666666666667,"1A",0,0,0,0,0,0,0,0,0,2,0,0
"2002-10-19",7,"1A",0,0,0,0,0,0,0,0,0,2,0,0
"2002-10-19",7,"2A",0,0,0,0,0,0,0,0,0,4,0,0
"2002-10-19",7.08333333333333,"1A",0,0,0,0,0,0,0,0,0,4,0,0
"2002-10-19",7.16666666666667,"1A",0,0,0,0,0,0,0,0,0,4,0,0
"2002-10-19",7.16666666666667,"2A",0,4,0,0,0,0,0,0,0,0,0,0
"2002-10-19",7.25,"1A",0,0,0,0,0,0,0,0,0,2,0,0
"2002-10-19",7.25,"2A",0,13,0,0,0,0,0,0,1,0,0,0
"2002-10-19",7.33333333333333,"1A",0,0,0,0,0,0,0,0,0,4,0,0
"2002-10-21",5.25,"2C",0,0,7,0,0,0,28,0,0,0,0,0
"2002-10-21",5.25,"3C",0,0,0,0,0,0,0,0,1,0,0,0
"2002-10-21",5.33333333333333,"1A",0,0,0,0,0,0,0,0,0,6,8,0
"2002-10-21",5.33333333333333,"2C",0,11,4,0,0,0,16,0,0,0,0,2
"2002-10-21",5.41666666666667,"1A",0,0,0,0,0,0,0,0,0,2,2,0
"2002-10-21",5.41666666666667,"2A",0,13,0,0,0,0,0,0,1,0,0,3
"2002-10-21",5.41666666666667,"2C",8,3,7,0,0,0,53,0,0,0,0,2
"2002-10-21",5.41666666666667,"3C",0,3,4,0,0,0,0,0,0,0,0,0
"2002-10-21",5.5,"1A",0,1,0,0,0,0,0,0,0,0,0,0
"2002-10-21",5.5,"2A",0,16,0,0,0,0,0,1,7,0,0,0
"2002-10-21",5.5,"2C",11,9,13,0,0,0,30,3,5,0,0,0
"2002-10-21",5.58333333333333,"1A",0,1,0,0,0,0,0,0,0,4,35,0
"2002-10-21",5.58333333333333,"2B",0,16,0,0,0,0,0,2,7,0,0,0
"2002-10-21",5.58333333333333,"2C",25,11,4,0,0,4,16,0,0,0,5,0
"2002-10-21",5.66666666666667,"2C",37,4,1,0,0,7,4,4,4,0,12,19
"2002-10-21",5.66666666666667,"3A",0,4,0,0,0,0,0,0,1,0,0,0
"2002-10-21",5.75,"1A",0,0,0,0,0,0,0,0,0,8,17,0
"2002-10-21",5.75,"2B",0,9,0,0,0,0,0,0,0,0,0,0
"2002-10-21",5.75,"2C",21,5,0,0,3,13,0,2,1,0,0,0
"2002-10-21",5.83333333333333,"1A",0,0,0,0,0,0,0,0,0,1,15,0
"2002-10-21",5.83333333333333,"2B",0,13,0,0,0,0,0,4,6,0,0,0
"2002-10-21",5.83333333333333,"2C",0,3,0,0,10,12,0,4,0,0,0,0
"2002-10-21",5.91666666666667,"1A",0,0,0,0,0,0,0,0,0,2,4,0
"2002-10-21",5.91666666666667,"2C",0,5,0,0,13,2,0,5,3,0,0,0
"2002-10-21",5.91666666666667,"3A",5,0,0,0,0,22,0,0,0,0,0,0
"2002-10-21",6,"1A",0,0,0,7,0,0,0,0,0,11,3,0
"2002-10-21",6,"2C",3,3,0,0,12,2,0,0,0,0,0,0
"2002-10-21",6,"3A",12,0,0,0,3,40,0,0,0,0,0,3
"2002-10-21",6.08333333333333,"1A",0,0,0,6,0,4,0,0,0,11,5,0
"2002-10-21",6.08333333333333,"2A",0,0,0,5,16,0,0,0,0,2,0,0
"2002-10-21",6.08333333333333,"2C",0,5,0,0,0,0,0,0,0,0,0,0
"2002-10-21",6.08333333333333,"3A",6,10,0,0,17,27,0,0,0,0,0,0
"2002-10-21",6.16666666666667,"1A",0,0,0,0,0,4,0,0,0,2,0,0
"2002-10-21",6.66666666666667,"1A",0,0,0,0,0,0,0,0,0,1,2,0
"2002-10-21",6.75,"1A",0,0,0,0,0,2,0,0,0,3,3,0
"2002-10-21",6.83333333333333,"1B",0,0,0,0,0,0,0,5,0,0,0,0
"2002-10-21",6.91666666666667,"1B",0,4,0,0,0,0,0,13,0,0,0,0
"2002-10-21",7,"1B",0,9,0,0,0,0,0,12,0,0,0,0
"2002-10-21",7.08333333333333,"1B",0,5,0,0,0,0,0,3,0,0,0,0
"2002-10-21",7.08333333333333,"2A",0,2,0,0,0,0,0,4,0,0,0,0
"2002-10-21",7.16666666666667,"2A",0,2,0,0,0,0,0,5,0,0,0,0
"2002-10-21",7.25,"2A",0,1,0,0,0,0,0,9,3,0,0,0
"2002-10-21",7.33333333333333,"2A",0,5,0,0,0,0,0,10,2,0,0,0
"2002-10-21",7.41666666666667,"2A",0,5,0,0,0,0,0,9,2,0,0,0
"2002-10-21",8.66666666666667,"2A",0,11,0,0,0,0,0,2,0,0,0,0
"2002-10-21",8.75,"2A",0,10,0,0,0,0,0,0,4,0,0,0
"2002-10-21",8.83333333333333,"1B",0,1,0,0,0,0,0,3,1,0,0,0
"2002-10-21",8.83333333333333,"2A",0,17,0,0,0,0,0,1,4,0,0,0
"2002-10-21",8.91666666666667,"1B",0,1,0,0,0,0,0,4,0,0,0,0
"2002-10-21",8.91666666666667,"2A",0,12,0,0,0,0,0,2,1,0,0,0
"2002-10-23",5.2,"3C",0,0,1,0,0,0,0,0,0,0,0,0
"2002-10-23",5.28333333333333,"3C",0,0,1,0,0,0,0,0,0,0,0,0
"2002-10-23",5.36666666666667,"3C",0,0,1,0,0,0,0,0,0,0,0,0
"2002-10-23",5.45,"3C",8,0,0,0,0,0,0,0,0,0,0,3
"2002-10-23",5.78333333333333,"1A",0,0,0,0,0,17,0,0,0,12,33,0
"2002-10-23",5.86666666666667,"1A",1,0,0,0,0,28,0,0,0,13,31,0
"2002-10-23",5.95,"1A",0,0,0,0,0,0,0,0,0,6,15,0
"2002-10-23",6.03333333333333,"1A",3,0,0,10,0,10,0,0,0,10,65,0
"2002-10-23",6.11666666666667,"1A",0,0,0,0,0,0,2,0,0,4,0,0
"2002-10-23",6.2,"1A",0,0,0,0,0,0,0,0,0,1,0,0
"2002-10-23",6.28333333333333,"1A",9,0,1,0,0,0,7,0,0,6,2,0
"2002-10-23",6.36666666666667,"1A",27,0,0,0,0,24,8,0,0,0,15,0
"2002-10-23",6.7,"1A",0,0,0,2,0,0,0,0,0,3,12,0
"2002-10-23",6.78333333333333,"1A",2,0,0,12,0,0,0,0,0,3,16,0
"2002-10-23",6.86666666666667,"1A",7,0,0,0,0,10,0,0,0,0,12,0
"2002-10-23",7.78333333333333,"2A",0,2,0,0,0,0,0,0,0,0,0,0
"2002-10-23",7.86666666666667,"2A",0,7,0,0,0,0,0,2,0,0,0,0
"2002-10-23",7.95,"2A",0,6,0,0,0,0,0,1,0,0,0,0
"2002-10-25",5.35,"3C",0,5,0,0,0,0,0,0,0,0,0,0
"2002-10-25",5.43333333333333,"1A",0,0,4,0,0,0,3,0,2,5,2,0
"2002-10-25",5.43333333333333,"3C",2,8,6,0,0,0,12,0,0,0,0,0
"2002-10-25",5.51666666666667,"2C",3,2,7,0,0,0,12,0,2,0,0,0
"2002-10-25",5.6,"1A",0,0,0,0,0,0,0,0,0,3,0,0
"2002-10-25",5.6,"2C",15,21,0,0,0,0,0,0,2,0,0,0
"2002-10-25",5.68333333333333,"1A",1,0,0,2,0,1,0,0,0,0,51,0
"2002-10-25",5.68333333333333,"2C",12,12,0,0,0,0,0,1,10,0,0,0
"2002-10-25",5.68333333333333,"3A",19,0,0,0,0,9,0,0,0,0,0,0
"2002-10-25",5.76666666666667,"1A",0,0,0,0,0,0,0,0,0,4,72,0
"2002-10-25",5.76666666666667,"2A",0,15,0,0,0,0,0,0,3,0,0,0
"2002-10-25",5.76666666666667,"2C",0,3,2,0,0,0,0,4,21,0,0,0
